category,serial,title,composer,arranger,lyrics,translator,language,voicing,with_boys,accompanied,instruments,music_present,original_piece,recording_link,comments
א,1,ריח תפוח אודם שני (שובי ציפורת),נחום היימן,גיל אלדמע,יום טהר-לב,,עיברית,SSA,FALSE,None,,TRUE,FALSE,https://youtu.be/4DMaTXz2fZU?si=JKFFX1Kz8bqoou0C,
א,2,מנהג חדש,נעמי שמר,ש. ארד,חיים נחמן ביאלית,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,3,מקום שם ארזים,אנונימי,יצחק אדל,אנונימי,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,4,קצת לפני החורף (ריח קלמנטינות),חיים ברקני,פנינה ענבר,י. גמזו,,עיברית,SSA,FALSE,Optional,כלי הרמוני,TRUE,FALSE,,
א,5,ביתי אל מול גולן,חיים ברקני,,י. נצר,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,6,אם אשכחך (ציון תמתי),אנונימי,דב כרמל,אנונימי,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,7,פירות חמישה עשר,נעמי שמר,גיל אלדמע,נעמי שמר,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,8,לך למדבר,סשה ארגוב,גיל אלדמע,חיים חפר,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,9,,,,,,,,,,,,,,
א,10,הבו לנו יין,מתתיהו שלם,גיל אלדמע,מתתיהו שלם,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,11,חלום / תחת זיו כוכבי שמיים,ניסים נסימוב,,יצחק קצנלסון,,עיברית,SA,FALSE,None,,TRUE,FALSE,,
א,12,אלעד ירד מהירדן,אברהם זיגמן,דניאל סמבורסקי,אברהם זיגמן,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,13,אילו ציפורים,Jean-Pierre Calvet,ג. דיאמנט,Jean Broussolle,נעמי שמר,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,14,כנרת (שם הרי גולן),נעמי שמר,יקותיאל שער,נעמי שמר,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,15,עוד אזכור,גילה גלבוע,,נתן יונתן,,עיברית,SSA,FALSE,None,,TRUE,TRUE,,
א,16,שושנה,אנונימי,א. צונזר,חיים חפר,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,17,מקהלה עליזה,נוריתת הירש,גיל אלדמע,לאה נאור,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,18,מחול הנערה,י. שגיא,מאיר מינדל,מ. גליל,,עיברית,SA,FALSE,None,,TRUE,FALSE,,
א,19,שיעור מולדת,אפרים שמיר,גיל אלדמע,עלי מוהר,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,20,,,,,,,,,,,,,,
א,21,אומרים ישנה  ארץ,נעמי שמר,גיל אלדמע,שאול טשרניחובסקי,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,22,אני לדודי,עזרא גבאי,גיל אלדמע,שיר השירים,,עיברית,SA,FALSE,None,,TRUE,FALSE,,
א,23,שיר המעלות,מיכאל דוד לוי,,"תהילים קכ""ו",,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,24,סוסים,יואל אנגל,יחזקאל בראון,יחיאל הלפרין,,עיברית,SSA,FALSE,TRUE,"חלילית סופרן, חלילית אלט, משולש, מצלתיים, תיבת עץ",TRUE,FALSE,,
א,25,שבת (חופי ירדן מלא זהר יום),יקותיאל שור,,רחל,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,26,מה אומרות עיניך,מרדכי זעירא,יהודית חן,יצחק שנהר,,עיברית,SSA,FALSE,None,,TRUE,TRUE,,
א,27,ציפור הדרור,חיים אלכסנדר,,רינה ליטוין,,עיברית,SSA,FALSE,None,,TRUE,TRUE,,
א,28,מה לעשות,חיים אלכסנדר,,זאב,,עיברית,SSA + Solo,FALSE,None,,TRUE,TRUE,,
א,29,דחליל מסכן,חיים אלכסנדר,,אברהם ברוידס,,עיברית,SSA,FALSE,None,,TRUE,TRUE,,
א,30,שלכת,ינון נאמן,ר. כוכבי,א.בקר,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,31,אשרי אדם,פאול בן חיים,,משלי ג',,עיברית,SA,FALSE,TRUE,כלי,TRUE,FALSE,,
א,32,יוסי ילד שלי מוצלח,סשה ארגוב,גיל אלדמע,ע. הלל,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,33,איך המציאו את הטוש,משה רסיוק,,אפרים סידון,,עיברית,SSA,FALSE,None,,TRUE,TRUE,,
א,34,כאלה חיים שעשיתי ,גילה גלבוע,,יהודה אטלס,,עיברית,SSA,FALSE,None,,TRUE,TRUE,,
א,35,מוכרת פרחים קטנה,"אהרון חרל""פ",,נתן יונתן,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,36,הד (זכור אזכור מעברים),מ. שתל,,רחל,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,37,אחד מרגבי השדה,חיים אהוביה,חיים ברקני,,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,38,החיטה צומחת שוב (ג. אלדמע),חיים ברקני,גיל אלדמע,דורית צמרת,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,39,נומי נומי,יואל אנגל,גיל אלדמע,יחיאל הלפרין,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,40,ויקום יונה,גילה גלבוע,,יונה ג',,עיברית,SSAA ,FALSE,None,,TRUE,TRUE,,
א,41,סובבוני,מרדכי זעירא,יצחק אדל,יעקב אורלנד,,עיברית,SSA ,FALSE,None,,TRUE,FALSE,,
א,42,שיר השירים (חד קולי),אנונימי,,שיר השירים א',,עיברית,Unison,FALSE,None,,TRUE,FALSE,,
א,43,שימי ידך,אנונימי,בוניה שור,אנונימי,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,44,שלום עליכם (אלדמע),אנונימי,גיל אלדמע,מן התפילה,,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
א,45,אלף מרכבות,אורה זיטנר,,נורית זרחי,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,46,שבת (תלם אחרון),נחום היימן,אורי גבעון,נתן יונתן,,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
א,47,בוא אליי פרפר נחמד,דתיה בן דור,משה רסיוק,פניה ברגשטיין,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,48,עוד שדי פורח (זהבי-אלדמע),דוד זהבי,גיל אלדמע,פניה ברגשטיין,,עיברית,SA,FALSE,None,,TRUE,FALSE,,
א,49,אורחה במדבר,דוד זהבי,אורי גבעון,י. פיכמן,,עברית,SAB,TRUE,None,,TRUE,FALSE,,
א,50,על כל אלה,נעמי שמר,גיל אלדמע,נעמי שמר,,עיברית,SAA,FALSE,None,,TRUE,FALSE,,
א,51,ההד (סרוסי),ראובן סרוסי,,אנטואן דה סנט-אקזופרי,אריה לרנר,עיברית,SSMMAA + 4 Soli,FALSE,None,,TRUE,TRUE,,
א,52,חניתה (לברי),מרק לברי,ש. שלום,,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,53,שיר ערש לצבעים,נעמי שמר,פנינה ענבר,נעמי שמר,,עיברית,SAT,TRUE,None,,TRUE,FALSE,,
א,54,מול חלון ביתנו,דוד שני,גיל אלדמע,לאה גולדברג,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,55,אור,נעמי שמר,גיל אלדמע,נעמי שמר,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,56,העיירה בוערת,,,,,עיברית,,,,,,,,
א,57,החופש הגדול,יחזקאל בראון,,ע. הלל,,עיברית,SSA,FALSE,TRUE,"כלי, כלי",TRUE,FALSE,,
א,58,שיר ערש (נומי נומי בת קטנטונת),אנונימי,יחזקאל בראון,אנונימי,,עיברית,SSA,FALSE,TRUE,"חלילית סופרן, חלילית אלט",TRUE,FALSE,,
א,59,רכב אש,נעמי שמר,מל קלר,נעמי שמר,,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
א,60,אדמה אפורה,ש. תרצה,מאיר מינדל,מאיר מינדל,,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
א,61,אור ירושלים,י. שריג,דב כרמל,י. שריג,,עיברית,SATB,TRUE,TRUE,גיטרה,TRUE,FALSE,,
א,62,שיר היונה,מתי כספי,גיל אלדמע,שמרית אור,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,63,גשם גשם,יואל אנגל,גיל אלדמע,יחיאל הלפרין,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,64,בארץ אהבתי,מוני אמריליו,יהודה אנגל,לאה גולדברג,,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
א,65,אספרסיוני מוזיקלי,מרי אבן-אור,,מרי אבן אור,,איטלקית,SSSAA,FALSE,None,,TRUE,FALSE,,
א,66,שבת המלכה (יחזקאל בראון),יחזקאל בראון,,חיים נחמן ביאליק,,עיברית,SSA,FALSE,TRUE,פסנתר,TRUE,FALSE,,
א,67,הם בזמר הזה,סשה ארגוב,גיל אלדמע,קובי לוריא,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,68,צל ומי באר,לוי שער,גיל אלדמע,יורם טהר-לב,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,69,ההר הירוק תמיד,מוני אמריליו,מיכאל אהרוני,יורם טהר-לב,,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
א,70,שיר השירים 90,מאיר מינדל,,שיר השירים,,עיברית,SSAB,TRUE,None,,TRUE,TRUE,,
א,71,שלום עליכם (מרי אבן אור),מרי אבן-אור,,מן התפילה,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,72,פרוכת,מרי אבן-אור,,אמנון שמוש,,עיברית,SSMMAA,FALSE,None,,TRUE,FALSE,,
א,73,מי ראה חלב רותח,אורי גבעון,,אנדה עמיר,,עיברית,SA,FALSE,None,,TRUE,FALSE,,
א,74,הניצנים (גבאי),עזרא גבאי,מ למפל,שיר השירים ,,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
א,75,יפה נוף,ינון נאמן,גיל אלדמע,רבי יהודה הלוי,,עיברית,SA,FALSE,None,,TRUE,FALSE,,
א,76,רוח ממערב ,צבי אבני,,אנונימי,צבי אבני,עיברית,SATB / SSAA,TRUE,None,,TRUE,FALSE,,
א,77,הצילו ג'וק,משה זורמן,,נורית יובל,,עיברית,SSAB,TRUE,None,,TRUE,TRUE,,
א,78,ביום כינרת,משה זורמן,,עודד בורלא,,עיברית,SSAB,TRUE,None,,TRUE,TRUE,,
א,79,שיר הזבוב,משה זורמן,,עודד בורלא,,עיברית,SSAB,TRUE,TRUE,"שייקר, קלאווס",TRUE,TRUE,,
א,80,חג (ניבים דוברים אליי),יהודה אנגל,,רחל,,עיברית,SA,FALSE,None,,TRUE,FALSE,,
א,81,שירת העשבים,נעמי שמר,גיל אלדמע,רבי נחמן מברסלב,,עיברית,SA,FALSE,None,,TRUE,FALSE,,
א,82,שמש ,ראובן קז'ילוטי,,מרים ילן-שטקליס,,עיברית,SSAA + Solo,FALSE,None,,TRUE,FALSE,,
א,83, מתוך שיר השירים שחל?),שחל,,שיר השירים,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,84,שלום עליכם (גלבוע),גילה גלבוע,,מן התפילה,,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
א,85,,,,,,,,,,,,,,
א,86,שקר לבן,מאיר מינדל,,מיכל מינדל-גרץ,,עיברית,SA,FALSE,None,,TRUE,FALSE,,
א,87,דרור יקרא (חד קולי),אנונימי,,דונש בן לברט,,עיברית,Unison,FALSE,None,,TRUE,FALSE,,
א,88,שני עמים (גלבוע),גילה גלבוע,,בראשית,,עיברית,SSAB,TRUE,None,,TRUE,TRUE,,
א,89,א מאל איז געווען א מעשה (ויזנברג),מנחם ויזנברג,,אנונימי,,יידיש,SSA,FALSE,None,,TRUE,FALSE,,
א,90,השבעתי אתכם,מרים שתל,,שיר השירים,,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
א,91,עלייתו של אליהו השמיימה,מיכאל וולפה,,מלכים ב',,עיברית,SAB / SSAAB,TRUE,None,,TRUE,TRUE,,
א,92,שירת החליל ,מרדכי זעירא,מיכאל וולפה,יצחק שנהר,,עיברית,SAB,TRUE,TRUE,דרבוקה,TRUE,FALSE,,
א,93,3 שירי איציק מענגר,יחזקאל בראון,,איציק מאנגר,יעקב אורלנד,עיברית,SA,FALSE,TRUE,פסנתר,TRUE,FALSE,,
א,94,דצמבר,משה וילנסקי,מ. אהרוני,נתן אלתרמן,,עיברית,SAAB,TRUE,None,,TRUE,FALSE,,
א,95,הלכה מטריה,דינה סמורגונסקיה,,רינה ליטוין,,עיברית,SSAB,TRUE,TRUE,פסנתר,TRUE,FALSE,,
א,96,החיטה צומחת שוב (ד. מורס),חיים ברקני,דוד מורס,דורית צמרת,,עיברית,SSAA,FALSE,TRUE,,TRUE,FALSE,,
א,97,למדבר (ש. שהם),סשה ארגוב,שרה שהם,חיים חפר,,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
א,98,שלום לך שלום,שלמה גורניך,אבי כהן טריקה,שלמה גרוניך,,עיברית,SABT,TRUE,None,,TRUE,FALSE,,
א,99,עם השחר,שרה לוי תנאי,פנינה ענבר,שרה לוי תנאי,,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
א,100,שיר לשירה (לחן של א. בהט),אייל באט,,יהונתן גפן,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,101,"תהילים קי""ז (בראון)",יחזקאל בראון,,תהילים,,עיברית,SATB,TRUE,None,,TRUE,FALSE,,
א,102,מי ששר,מתי כספי,,אהוד מנור,,עיברית,Unison,FALSE,Obligato,פסנתר ,TRUE,FALSE,,
א,103,שמע ישראל,אריאל זילבר,ד. בן יוחנן,אהוד מנור,,עיברית,SSAA,FALSE,Obligato,פסנתר ,TRUE,FALSE,,
א,104,למדני אלוהי,משה רסיוק,,לאה גולדברג,,עיברית,SSA,FALSE,Obligato,פסנתר ,TRUE,FALSE,,
א,105,גן גורים,יזהר קרשון,,רפאל ספורטה,,עיברית,SSSAB,TRUE,None,,TRUE,TRUE,,
א,106,קשת לבנה,יוסף הדר,,ברוריה שוייצר,,עיברית,SAA,FALSE,None,,TRUE,FALSE,,
א,107,נומי נגה,נעמי שמר,רבקה ברומברג,נעמי שמר,,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
א,108,ירושלים של זהב (ג. אלדמע),נעמי שמר,גיל אלדמע,נעמי שמר,,עיברית,SSAA,FALSE,Optional,כלי הרמוני,TRUE,FALSE,,
א,109,חליל מקנה סוף,נעמי שמר,צבי שרף,נעמי שמר,,עיברית,SAAB,TRUE,Obligato,חליל,TRUE,FALSE,,
א,110,תפילה (הליכה לקיסריה),דוד זהבי,,חנה סנש,,עיברית,SA,FALSE,None,,TRUE,FALSE,,
א,111,מכל פרחי מור,גיל אלדמע,,שאול טשרניחובסקי,,עיברית,SAB,TRUE,Optional,כלי הרמוני,TRUE,FALSE,,
א,112,גוליית,דני סנדרסון,שמעון סמית,"אלון אולארצ'יק, דני סנדרסון",,עיברית,SSAB,TRUE,None,,TRUE,TRUE,,
א,113,כי הנה הסתיו עבר (לחן ד.אילת),דפנה אילת,מרי אבן-אור,שיר השירים,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,114,צלילי שלי,אלה מילך-שריף,,חדווה רבינזון בכרך,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,115,אדון עולם,אוהד סטולרז',,מן התפילה,,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
א,116,לילה טוב (צ.שרף),יוני רכטר,צבי שרף,יהונתן גפן,,עיברית,SSAAB,TRUE,Optional,גלוקנשפיל,TRUE,FALSE,,
א,117,על הרמפה,ס. גלמן-קיס,,יעקב ברזילי,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,118,בדרך לכבשנים,ס. גלמן-קיס,,יעקב ברזילי,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,119,ויכולו השמיים,גיל אלדמע,,בראשית,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,120,לילות לא שנת (יגל פלג),יגל פלג,,רחל,,עיברית,SSAB,TRUE,None,,?,TRUE,https://www.youtube.com/watch?v=5avU9wrylU8,
א,121,ככה סתם,סשה ארגוב,רחל גרוס,ע. הלל,,עיברית,SSAB,TRUE,None,,TRUE,FALSE,,
א,122,יש כוכבים,רותי שטראי,"רותי שטראי, יאן פריידלין",חנה סנש,,עיברית,SAB,TRUE,TRUE,פסנתר,TRUE,FALSE,,
א,123,,,,,,,,,,,,,,
א,124,נבל מים,יהודה שרת,,רחל,,עיברית,SA(T),TRUE,None,,TRUE,FALSE,,
א,125,שכב בני,אהרון חרטונוב,אנונימי,עמנואל הרוסי,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,126,לילה טוב (פ.ענבר) ,יוני רכטר,פנינה ענבר,יהונתן גפן,,עיברית,?,FALSE,None,,TRUE,FALSE,https://www.youtube.com/watch?v=5avU9wrylU8,
א,127,דוגית נוסעת,לב שוורץ,יבגני אוסלון,נתן יונתן,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,128,לו רק יכולתי,אדם יפרח,,יוסי בנאי,,עיברית,SSAA(B) + SSAA soli,TRUE,Obligato,פסנתר,TRUE,TRUE,,
א,129,המורה העיברי,עודד זהבי,,נתן אלתרמן,,עיברית,SSA,FALSE,Obligato,פסנתר,TRUE,FALSE,,
א,130,הסתיו עבר (ד.כרמל),דב כרמל,,שיר השירים,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,131,שירים לאורי,משה זורמן,,אלן אלכסנדר מילן,יעקב אורלנד,עיברית,SSAA+Solo / SSA,FALSE,None,,TRUE,FALSE,,
א,132,ירושלים של זהב (י. בראון),נעמי שמר,יחזקאל בראון,נעמי שמר,,עיברית,SSA,FALSE,Obligato,פסנתר,TRUE,FALSE,,
א,133,ילדה חמודה,גילה גלבוע,,יהודה אטלס,,עיברית,SA,FALSE,None,,TRUE,?,,
א,134,יש אי שם,יוני רכטר,גיל אלדמע,"יוני רכטר, ענת גוב",,עיברית,SAB,TRUE,Optional,כלי הרמוני,TRUE,FALSE,,
א,135,רעמים וברקים,דויד ברוזה,אהובה טננבאום,יהונתן גפן,,עיברית,SSA,FALSE,Optional,כלי הרמוני,TRUE,FALSE,,
א,136,עוד שדי פורח (ש. שהם),דוד זהבי,שרה שוהם,פניה ברגשטיין,,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
א,137,שחקי שחקי,אנונימי,משה זורמן,שאול טשרניחובסקי,,עיברית,SSA,FALSE,Obligato,פסנתר,TURE,FALSE,,
א,138,הקיוסק,יהונתן דוד,,אגי משעול,,עיברית,SSAB,TRUE,Optional,צלופן,TRUE,TRUE,,
א,139,הזית בגן העיר,מאיר מינדל,,אבנר טריינין,,עיברית,SSAA,FALSE,None,,TRUE,FALSE,,
א,140,ענן,מאיר מינדל,,אבנר טריינין,,עיברית,SSAB + Solo,TRUE,Obligato,"גיטרה, צ'לו, חלילה צד",TRUE,FALSE,,
א,141,לילה לילה,מרדכי זעירא,ארנון מרוז,נתן אלתרמן,,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
א,142,אין לי ארץ אחרת,קורין אלאל,גיל אלדמע,אהוד מנור,,עיברית,SAA,FALSE,None,,TRUE,FALSE,,
ב,1,שפעת פרחים,johann herman schein,,אנונימי,יוסף אחאי,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
ב,2,מנגינה עתיקה,אנונימי,,אנונימי,אנונימי,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
ב,3,איש אחד לו יבוא נא,Orazio Vecchi,,אנונימי,אפרים דרור,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
ב,4,נטה היום,Luca Marenzio,,אנונימי,יהודה שרת,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
ב,5,עיניים,Luca Marenzio,,אנונימי,יוסף אחאי,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
ב,6,ציפור בודדה,אנונימי,גרשון פרנסקי,אנונימי,יוסף אחאי,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
ב,7,ככל שגלי פרע,Valentin Haussmann,,Valentin Haussmann,אנונימי,עיברית,SSA,FALSE,None,,TRUE,FALSE,,
ב,8,רטט עובר על פני הגן /Springtime,Thomas Morley,,אנונימי,אורי גבעון,אנגלית,SAB,TRUE,None,,TRUE,FALSE,,
ב,9,Confitemini Domini,Alessandro Constantini,,תהילים,,לטינית,SSA,FALSE,None,,TRUE,FALSE,,
ב,10,ליאור / Mignonne,Guillaume Costeley,,Pierre de Ronsard,יהודה שרת,צרפתית,SSA,FALSE,None,,TRUE,FALSE,,
ב,11,בירח מאי / Ce moys de may,Clement Janequin,Maruerite Henault,אנונימי,יוסף אחאי,צרפתית,SSA,FALSE,None,,TRUE,FALSE,,
ב,12,Now is the month of maying,Thomas Morley,Reginald Jaque,	Michael Drayton,יוסף אחאי,אנגלית,SSA,FALSE,None,,TRUE,FALSE,,
ב,13,ברכו,Salomone Rossi,,מן התפילה,,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
ב,14,על נהרות בבל,Benedict Ducis,,תהילים,אהרון אשמן,עיברית,SAT,TRUE,None,,TRUE,FALSE,,
ב,15,Ipsa te cogat,Orlando di Lasso,,מן התפילה הנוצרית,אנונימי,לטינית,SA,FALSE,None,,TRUE,FALSE,,
ב,16,יפה כבוקר צח מעב,John Wilbye,,אנונימי,ראובן ירון,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
ב,17,עסיס אשכול,Paul Rivande,,אנונימי,יוסף אחאי,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
ב,18,Non voglio piu servire,Salomone Rossi,,אנונימי,יעקב(?) כהן,איטלקית,SAB,TRUE,None,,TRUE,FALSE,,
ב,19,Come sirrah Jack ho,Thomas Weelkes,,אנונימי,,אנגלית,SAB,TRUE,None,,TRUE,FALSE,,
ב,20,קנון קיץ (בואו רעיי),Henry Purcell,,אנונימי,יצחק דרור,עיברית,Canon,FALSE,None,,TRUE,FALSE,,
ב,21,Non nobis domine,William Byrd,,תהילים,,לטינית,SAB,TRUE,None,,TRUE,FALSE,,
ב,22,שיר אביב,אנונימי,,Karl Strose,הנרי קלאוזנר,עיברית,SAB,TRUE,None,,TRUE,FALSE,,
ב,23,Do you not know?,Thomas Morley,,אנונימי,,אנגלית,SAB,TRUE,None,,TRUE,FALSE,,
ב,24,אלוהים השיבנו,Salomone Rossi,,תהילים,,עיברית,SATB,TRUE,None,,TRUE,FALSE,,
ב,25,a round of three country dances in one,Thomas Ravencroft,,אנונימי,,אנגלית,SATB,TRUE,None,,TRUE,FALSE,,
